ID,Date,Heure,Plateforme,Objectif,Persona,Pilier,Sujet,Titre,Hook,CTA,Format,Prompt Visuel,Prompt Video,Statut
136,2026-09-06,18:30,LinkedIn,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Quand des lunettes de pharmacie ne suffisent plus,Saviez-vous que... quand des lunettes de pharmacie ne suffisent plus ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Vidéo face caméra,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
137,2026-09-07,08:00,Instagram,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Ils nous ont fait confiance : merci à nos clients de Yopougon (édition Yopougon),Saviez-vous que... ils nous ont fait confiance : merci à nos clients de yopougon (édition yopougon) ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
138,2026-09-07,18:30,TikTok,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Comprendre votre ordonnance de lunettes,Saviez-vous que... comprendre votre ordonnance de lunettes ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
139,2026-09-08,08:00,WhatsApp Business,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,Nouvelle collection : venez l'essayer ce week-end,Et si aujourd'hui était le bon jour pour nouvelle collection : venez l'essayer ce week-end ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,—,À produire
140,2026-09-08,18:30,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,Choisir des lunettes quand on a un fort défaut visuel,Vous hésitez encore ? Choisir des lunettes quand on a un fort défaut visuel 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
141,2026-09-09,08:00,Instagram,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi deux yeux peuvent avoir deux corrections,Saviez-vous que... pourquoi deux yeux peuvent avoir deux corrections ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
142,2026-09-09,18:30,TikTok,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Vision et réussite scolaire : le lien sous-estimé,Saviez-vous que... vision et réussite scolaire : le lien sous-estimé ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
143,2026-09-10,08:00,Facebook,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,"Un RDV aujourd'hui, des yeux reposés demain","Et si aujourd'hui était le bon jour pour un rdv aujourd'hui, des yeux reposés demain ?",📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
144,2026-09-10,18:30,Facebook,Vente,"P2 Koffi, le pro hyperconnecté",PIL2 Produits & Montures,Produits & Montures,Les nouveautés montures pour homme cette saison,Vous hésitez encore ? Les nouveautés montures pour homme cette saison 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
145,2026-09-11,08:00,Facebook,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Témoignage d'une maman : le dépistage qui a sauvé l'année scolaire (édition Yopougon),Saviez-vous que... témoignage d'une maman : le dépistage qui a sauvé l'année scolaire (édition yopougon) ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
146,2026-09-11,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Fête des pères : offrez le confort de bien voir,Saviez-vous que... fête des pères : offrez le confort de bien voir ? On vous explique. 👇,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Carrousel communauté,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
147,2026-09-12,08:00,Facebook,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Halos autour des lumières la nuit : explication,Saviez-vous que... halos autour des lumières la nuit : explication ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
148,2026-09-12,18:30,WhatsApp Business,RDV/Vente,"P4 Yann, le jeune stylé",PIL4 Offres & Conversion,Offres & Conversion,Réservez votre bilan de vue en 2 clics sur WhatsApp (édition Yopougon),Et si aujourd'hui était le bon jour pour réservez votre bilan de vue en 2 clics sur whatsapp (édition yopougon) ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Carrousel offre,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,—,À produire
149,2026-09-13,08:00,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,Les nouveautés montures pour femme cette saison,Vous hésitez encore ? Les nouveautés montures pour femme cette saison 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Carrousel produit,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
150,2026-09-13,18:30,Facebook,Expertise/B2B,"P2 Koffi, le pro hyperconnecté",PIL6 Coulisses & Expertise B2B,Coulisses & Expertise B2B,Notre exigence : des verres contrôlés un par un,Saviez-vous que... notre exigence : des verres contrôlés un par un ? On vous explique. 👇,Contactez-nous en message privé pour une offre entreprise. 🤝,Carrousel expertise,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
151,2026-09-14,08:00,Facebook,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,5 signes que vos lunettes ne sont plus adaptées (édition Yopougon),Saviez-vous que... 5 signes que vos lunettes ne sont plus adaptées (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
152,2026-09-14,18:30,Instagram,Confiance/Conversion,"P4 Yann, le jeune stylé",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Un client raconte sa première paire chez nous (édition Yopougon),Saviez-vous que... un client raconte sa première paire chez nous (édition yopougon) ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Story avis,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
153,2026-09-15,08:00,Instagram,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi vous avez mal à la tête devant l'écran (édition Yopougon),Saviez-vous que... pourquoi vous avez mal à la tête devant l'écran (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
154,2026-09-15,18:30,WhatsApp Business,RDV/Vente,"P2 Koffi, le pro hyperconnecté",PIL4 Offres & Conversion,Offres & Conversion,Cette semaine : prenez RDV pour votre consultation visuelle (édition Yopougon),Et si aujourd'hui était le bon jour pour cette semaine : prenez rdv pour votre consultation visuelle (édition yopougon) ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Story RDV,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,—,À produire
155,2026-09-16,08:00,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,Lunettes anti-fatigue pour étudiants,Vous hésitez encore ? Lunettes anti-fatigue pour étudiants 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Photo studio,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
156,2026-09-16,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,Vacances et soleil : protégez les yeux de la famille,Saviez-vous que... vacances et soleil : protégez les yeux de la famille ? On vous explique. 👇,Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Reel ambiance,[Visuel Instagram · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante)…,—,À produire
157,2026-09-17,08:00,Instagram,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Vos yeux sont secs ? Voici pourquoi (édition Yopougon),Vos yeux sont secs ? Voici pourquoi (édition Yopougon),Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
158,2026-09-17,18:30,Facebook,RDV/Vente,"P2 Koffi, le pro hyperconnecté",PIL4 Offres & Conversion,Offres & Conversion,Offre rentrée : pensez à la vue de vos enfants (édition Yopougon),Et si aujourd'hui était le bon jour pour offre rentrée : pensez à la vue de vos enfants (édition yopougon) ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Story RDV,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
159,2026-09-18,08:00,Facebook,Vente,"P2 Koffi, le pro hyperconnecté",PIL2 Produits & Montures,Produits & Montures,Comment choisir une monture selon la forme de son visage (édition Yopougon),Vous hésitez encore ? Comment choisir une monture selon la forme de son visage (édition Yopougon) 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Photo studio,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
160,2026-09-18,18:30,Facebook,Confiance/Conversion,"P4 Yann, le jeune stylé",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Les coulisses d'un essayage réussi (édition Yopougon),Saviez-vous que... les coulisses d'un essayage réussi (édition yopougon) ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Story avis,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
161,2026-09-19,08:00,Instagram,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,La lumière bleue : mythe ou vrai danger ? (édition Yopougon),La lumière bleue : mythe ou vrai danger ? (édition Yopougon),Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
162,2026-09-19,18:30,TikTok,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,À quel âge faire le premier bilan de vue de son enfant (édition Yopougon),Saviez-vous que... à quel âge faire le premier bilan de vue de son enfant (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
163,2026-09-20,08:00,WhatsApp Business,RDV/Vente,"P3 Tante Mariam, la presbyte active",PIL4 Offres & Conversion,Offres & Conversion,Besoin de nouvelles lunettes ? Écrivez-nous sur WhatsApp (édition Yopougon),Besoin de nouvelles lunettes ? Écrivez-nous sur WhatsApp (édition Yopougon),📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Reel offre,[Visuel WhatsApp Business · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (do…,—,À produire
164,2026-09-20,18:30,TikTok,Vente,"P3 Tante Mariam, la presbyte active",PIL2 Produits & Montures,Produits & Montures,Nouvelle collection : les montures tendance de la saison (édition Yopougon),Vous hésitez encore ? Nouvelle collection : les montures tendance de la saison (édition Yopougon) 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Story collection,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
165,2026-09-21,08:00,LinkedIn,Confiance/Conversion,"P1 Awa, la maman prévoyante",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Pourquoi nos clients reviennent (et reviennent encore) (édition Yopougon),Saviez-vous que... pourquoi nos clients reviennent (et reviennent encore) (édition yopougon) ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Témoignage vidéo,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
166,2026-09-21,18:30,Instagram,Notoriété locale,"P5 M. Diallo, le décideur B2B",PIL5 Vie locale & Communauté,Vie locale & Communauté,"Près de chez vous, des experts à votre écoute","Saviez-vous que... près de chez vous, des experts à votre écoute ? On vous explique. 👇",Suivez-nous et taguez un voisin de Yopougon ! 🏘️,Carrousel communauté,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
167,2026-09-22,08:00,Facebook,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Votre enfant plisse les yeux : faut-il s'inquiéter ? (édition Yopougon),Votre enfant plisse les yeux : faut-il s'inquiéter ? (édition Yopougon),Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
168,2026-09-22,18:30,Instagram,RDV/Vente,"P4 Yann, le jeune stylé",PIL4 Offres & Conversion,Offres & Conversion,Forfait verres progressifs : confort et clarté (édition Yopougon),Et si aujourd'hui était le bon jour pour forfait verres progressifs : confort et clarté (édition yopougon) ?,📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Carrousel offre,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
169,2026-09-23,08:00,Instagram,Vente,"P4 Yann, le jeune stylé",PIL2 Produits & Montures,Produits & Montures,Verres progressifs : voir de près et de loin sans changer de lunettes (édition Yopougon),Vous hésitez encore ? Verres progressifs : voir de près et de loin sans changer de lunettes (édition Yopougon) 👇,"Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Carrousel produit,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
170,2026-09-23,18:30,Instagram,Confiance/Conversion,"P3 Tante Mariam, la presbyte active",PIL3 Preuve sociale & Témoignages,Preuve sociale & Témoignages,Témoignage : un pro des écrans enfin soulagé (édition Yopougon),Saviez-vous que... témoignage : un pro des écrans enfin soulagé (édition yopougon) ? On vous explique. 👇,Vous aussi ? Écrivez-nous « VUE » sur WhatsApp pour votre bilan. 💬,Carrousel avant/après,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
171,2026-09-24,08:00,Facebook,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi vous voyez flou le soir (édition Yopougon),Saviez-vous que... pourquoi vous voyez flou le soir (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
172,2026-09-24,18:30,LinkedIn,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Vision de près qui baisse après 40 ans : la presbytie expliquée (édition Yopougon),Saviez-vous que... vision de près qui baisse après 40 ans : la presbytie expliquée (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Vidéo face caméra,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
173,2026-09-25,08:00,Facebook,RDV/Vente,"P1 Awa, la maman prévoyante",PIL4 Offres & Conversion,Offres & Conversion,Dépistage : et si vous faisiez vérifier votre vue ? (édition Yopougon),Dépistage : et si vous faisiez vérifier votre vue ? (édition Yopougon),📲 Réservez votre bilan en 2 clics : écrivez « RDV » sur WhatsApp.,Visuel CTA,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
174,2026-09-25,18:30,Facebook,Vente,"P2 Koffi, le pro hyperconnecté",PIL2 Produits & Montures,Produits & Montures,"Les verres anti-lumière bleue, pour qui ? (édition Yopougon)","Les verres anti-lumière bleue, pour qui ? (édition Yopougon)","Passez nous voir pour l'essayer, ou écrivez-nous sur WhatsApp. 👓",Reel essayage,"[Visuel Facebook · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
175,2026-09-26,08:00,Facebook,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Mythe : « porter des lunettes rend dépendant » (édition Yopougon),Saviez-vous que... mythe : « porter des lunettes rend dépendant » (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
176,2026-09-26,18:30,LinkedIn,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Combien de temps dure une bonne paire de verres (édition Yopougon),Saviez-vous que... combien de temps dure une bonne paire de verres (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Vidéo face caméra,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
177,2026-09-27,08:00,Instagram,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,"Astigmatisme, myopie, hypermétropie : la différence simple (édition Yopougon)","Saviez-vous que... astigmatisme, myopie, hypermétropie : la différence simple (édition yopougon) ? On vous explique. 👇",Enregistrez ce post et partagez-le à un proche concerné. 👀,Carrousel pédagogique,"[Visuel Instagram · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante),…",—,À produire
178,2026-09-27,18:30,TikTok,Notoriété/Expertise,"P1 Awa, la maman prévoyante",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Pourquoi se frotter les yeux est une mauvaise idée (édition Yopougon),Saviez-vous que... pourquoi se frotter les yeux est une mauvaise idée (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Reel explicatif,"[Visuel TikTok · 1080x1920 (9:16)] Charte: fond Bleu Nuit #0A1F44 (dominante), a…",—,À produire
179,2026-09-28,08:00,Facebook,Notoriété/Expertise,"P2 Koffi, le pro hyperconnecté",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,La règle 20-20-20 pour reposer ses yeux (édition Yopougon),Saviez-vous que... la règle 20-20-20 pour reposer ses yeux (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Infographie,"[Visuel Facebook · 1080x1350 (4:5)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
180,2026-09-28,18:30,LinkedIn,Notoriété/Expertise,"P3 Tante Mariam, la presbyte active",PIL1 Pédagogie & Santé visuelle,Pédagogie & Santé visuelle,Conduire de nuit devient difficile : ce que ça révèle (édition Yopougon),Saviez-vous que... conduire de nuit devient difficile : ce que ça révèle (édition yopougon) ? On vous explique. 👇,Enregistrez ce post et partagez-le à un proche concerné. 👀,Vidéo face caméra,"[Visuel LinkedIn · 1080x1080 (1:1)] Charte: fond Bleu Nuit #0A1F44 (dominante), …",—,À produire
