ID,Titre,Plateforme,Objectif,Portee,Engagement,Partages,Commentaires,Messages,RDV,Score Engagement,Score Portee,Score Conversion,Score RDV,Score Global,Note,Recommandation
74,Spécial presbytie : découvrez nos progressifs,Facebook,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F75+G75+H75)/MAX(E75,1))*100,1),0)","=IFERROR(ROUND((E75/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I75/MAX(E75,1))*100,1),0)","=IFERROR(ROUND((J75/MAX(I75,1))*100,1),0)","=ROUND(K75*0.3+L75*0.2+M75*0.25+N75*0.25,1)","=IFS(O75>=80,""A"",O75>=60,""B"",O75>=40,""C"",O75>=20,""D"",TRUE,""E"")","=IFS(P75=""A"",""À reproduire"",OR(P75=""B"",P75=""C""),""À optimiser"",TRUE,""À abandonner"")"
75,Lunettes de sport : tenir et protéger,Facebook,Vente,,,,,,,"=IFERROR(ROUND(((F76+G76+H76)/MAX(E76,1))*100,1),0)","=IFERROR(ROUND((E76/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I76/MAX(E76,1))*100,1),0)","=IFERROR(ROUND((J76/MAX(I76,1))*100,1),0)","=ROUND(K76*0.3+L76*0.2+M76*0.25+N76*0.25,1)","=IFS(O76>=80,""A"",O76>=60,""B"",O76>=40,""C"",O76>=20,""D"",TRUE,""E"")","=IFS(P76=""A"",""À reproduire"",OR(P76=""B"",P76=""C""),""À optimiser"",TRUE,""À abandonner"")"
76,Venez nous rencontrer : voici comment nous trouver,Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F77+G77+H77)/MAX(E77,1))*100,1),0)","=IFERROR(ROUND((E77/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I77/MAX(E77,1))*100,1),0)","=IFERROR(ROUND((J77/MAX(I77,1))*100,1),0)","=ROUND(K77*0.3+L77*0.2+M77*0.25+N77*0.25,1)","=IFS(O77>=80,""A"",O77>=60,""B"",O77>=40,""C"",O77>=20,""D"",TRUE,""E"")","=IFS(P77=""A"",""À reproduire"",OR(P77=""B"",P77=""C""),""À optimiser"",TRUE,""À abandonner"")"
77,Pourquoi changer de lunettes tous les 1 à 2 ans,Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F78+G78+H78)/MAX(E78,1))*100,1),0)","=IFERROR(ROUND((E78/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I78/MAX(E78,1))*100,1),0)","=IFERROR(ROUND((J78/MAX(I78,1))*100,1),0)","=ROUND(K78*0.3+L78*0.2+M78*0.25+N78*0.25,1)","=IFS(O78>=80,""A"",O78>=60,""B"",O78>=40,""C"",O78>=20,""D"",TRUE,""E"")","=IFS(P78=""A"",""À reproduire"",OR(P78=""B"",P78=""C""),""À optimiser"",TRUE,""À abandonner"")"
78,Vos lunettes sont rayées ? Renouvelez-les facilement,Instagram,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F79+G79+H79)/MAX(E79,1))*100,1),0)","=IFERROR(ROUND((E79/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I79/MAX(E79,1))*100,1),0)","=IFERROR(ROUND((J79/MAX(I79,1))*100,1),0)","=ROUND(K79*0.3+L79*0.2+M79*0.25+N79*0.25,1)","=IFS(O79>=80,""A"",O79>=60,""B"",O79>=40,""C"",O79>=20,""D"",TRUE,""E"")","=IFS(P79=""A"",""À reproduire"",OR(P79=""B"",P79=""C""),""À optimiser"",TRUE,""À abandonner"")"
79,Comment entretenir ses lunettes pour qu'elles durent,Instagram,Vente,,,,,,,"=IFERROR(ROUND(((F80+G80+H80)/MAX(E80,1))*100,1),0)","=IFERROR(ROUND((E80/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I80/MAX(E80,1))*100,1),0)","=IFERROR(ROUND((J80/MAX(I80,1))*100,1),0)","=ROUND(K80*0.3+L80*0.2+M80*0.25+N80*0.25,1)","=IFS(O80>=80,""A"",O80>=60,""B"",O80>=40,""C"",O80>=20,""D"",TRUE,""E"")","=IFS(P80=""A"",""À reproduire"",OR(P80=""B"",P80=""C""),""À optimiser"",TRUE,""À abandonner"")"
80,"Témoignage : « J'avais peur des progressifs, j'avais tort »",Instagram,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F81+G81+H81)/MAX(E81,1))*100,1),0)","=IFERROR(ROUND((E81/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I81/MAX(E81,1))*100,1),0)","=IFERROR(ROUND((J81/MAX(I81,1))*100,1),0)","=ROUND(K81*0.3+L81*0.2+M81*0.25+N81*0.25,1)","=IFS(O81>=80,""A"",O81>=60,""B"",O81>=40,""C"",O81>=20,""D"",TRUE,""E"")","=IFS(P81=""A"",""À reproduire"",OR(P81=""B"",P81=""C""),""À optimiser"",TRUE,""À abandonner"")"
81,Vision double : un signal à ne jamais ignorer,Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F82+G82+H82)/MAX(E82,1))*100,1),0)","=IFERROR(ROUND((E82/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I82/MAX(E82,1))*100,1),0)","=IFERROR(ROUND((J82/MAX(I82,1))*100,1),0)","=ROUND(K82*0.3+L82*0.2+M82*0.25+N82*0.25,1)","=IFS(O82>=80,""A"",O82>=60,""B"",O82>=40,""C"",O82>=20,""D"",TRUE,""E"")","=IFS(P82=""A"",""À reproduire"",OR(P82=""B"",P82=""C""),""À optimiser"",TRUE,""À abandonner"")"
82,Fatigue visuelle numérique : 6 réflexes simples,TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F83+G83+H83)/MAX(E83,1))*100,1),0)","=IFERROR(ROUND((E83/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I83/MAX(E83,1))*100,1),0)","=IFERROR(ROUND((J83/MAX(I83,1))*100,1),0)","=ROUND(K83*0.3+L83*0.2+M83*0.25+N83*0.25,1)","=IFS(O83>=80,""A"",O83>=60,""B"",O83>=40,""C"",O83>=20,""D"",TRUE,""E"")","=IFS(P83=""A"",""À reproduire"",OR(P83=""B"",P83=""C""),""À optimiser"",TRUE,""À abandonner"")"
83,Prenez soin de vos yeux avant la rentrée,Facebook,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F84+G84+H84)/MAX(E84,1))*100,1),0)","=IFERROR(ROUND((E84/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I84/MAX(E84,1))*100,1),0)","=IFERROR(ROUND((J84/MAX(I84,1))*100,1),0)","=ROUND(K84*0.3+L84*0.2+M84*0.25+N84*0.25,1)","=IFS(O84>=80,""A"",O84>=60,""B"",O84>=40,""C"",O84>=20,""D"",TRUE,""E"")","=IFS(P84=""A"",""À reproduire"",OR(P84=""B"",P84=""C""),""À optimiser"",TRUE,""À abandonner"")"
84,"Montures pour petits budgets, grande allure",Facebook,Vente,,,,,,,"=IFERROR(ROUND(((F85+G85+H85)/MAX(E85,1))*100,1),0)","=IFERROR(ROUND((E85/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I85/MAX(E85,1))*100,1),0)","=IFERROR(ROUND((J85/MAX(I85,1))*100,1),0)","=ROUND(K85*0.3+L85*0.2+M85*0.25+N85*0.25,1)","=IFS(O85>=80,""A"",O85>=60,""B"",O85>=40,""C"",O85>=20,""D"",TRUE,""E"")","=IFS(P85=""A"",""À reproduire"",OR(P85=""B"",P85=""C""),""À optimiser"",TRUE,""À abandonner"")"
85,Le sourire d'un enfant qui voit enfin le tableau,Facebook,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F86+G86+H86)/MAX(E86,1))*100,1),0)","=IFERROR(ROUND((E86/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I86/MAX(E86,1))*100,1),0)","=IFERROR(ROUND((J86/MAX(I86,1))*100,1),0)","=ROUND(K86*0.3+L86*0.2+M86*0.25+N86*0.25,1)","=IFS(O86>=80,""A"",O86>=60,""B"",O86>=40,""C"",O86>=20,""D"",TRUE,""E"")","=IFS(P86=""A"",""À reproduire"",OR(P86=""B"",P86=""C""),""À optimiser"",TRUE,""À abandonner"")"
86,Merci Yopougon pour votre confiance,Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F87+G87+H87)/MAX(E87,1))*100,1),0)","=IFERROR(ROUND((E87/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I87/MAX(E87,1))*100,1),0)","=IFERROR(ROUND((J87/MAX(I87,1))*100,1),0)","=ROUND(K87*0.3+L87*0.2+M87*0.25+N87*0.25,1)","=IFS(O87>=80,""A"",O87>=60,""B"",O87>=40,""C"",O87>=20,""D"",TRUE,""E"")","=IFS(P87=""A"",""À reproduire"",OR(P87=""B"",P87=""C""),""À optimiser"",TRUE,""À abandonner"")"
87,Pourquoi vos anciennes lunettes vous fatiguent,Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F88+G88+H88)/MAX(E88,1))*100,1),0)","=IFERROR(ROUND((E88/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I88/MAX(E88,1))*100,1),0)","=IFERROR(ROUND((J88/MAX(I88,1))*100,1),0)","=ROUND(K88*0.3+L88*0.2+M88*0.25+N88*0.25,1)","=IFS(O88>=80,""A"",O88>=60,""B"",O88>=40,""C"",O88>=20,""D"",TRUE,""E"")","=IFS(P88=""A"",""À reproduire"",OR(P88=""B"",P88=""C""),""À optimiser"",TRUE,""À abandonner"")"
88,RDV du week-end : on s'occupe de votre vue,WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F89+G89+H89)/MAX(E89,1))*100,1),0)","=IFERROR(ROUND((E89/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I89/MAX(E89,1))*100,1),0)","=IFERROR(ROUND((J89/MAX(I89,1))*100,1),0)","=ROUND(K89*0.3+L89*0.2+M89*0.25+N89*0.25,1)","=IFS(O89>=80,""A"",O89>=60,""B"",O89>=40,""C"",O89>=20,""D"",TRUE,""E"")","=IFS(P89=""A"",""À reproduire"",OR(P89=""B"",P89=""C""),""À optimiser"",TRUE,""À abandonner"")"
89,L'essayage : trouvez LA paire qui vous ressemble,TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F90+G90+H90)/MAX(E90,1))*100,1),0)","=IFERROR(ROUND((E90/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I90/MAX(E90,1))*100,1),0)","=IFERROR(ROUND((J90/MAX(I90,1))*100,1),0)","=ROUND(K90*0.3+L90*0.2+M90*0.25+N90*0.25,1)","=IFS(O90>=80,""A"",O90>=60,""B"",O90>=40,""C"",O90>=20,""D"",TRUE,""E"")","=IFS(P90=""A"",""À reproduire"",OR(P90=""B"",P90=""C""),""À optimiser"",TRUE,""À abandonner"")"
90,Merci pour vos avis 5 étoiles,LinkedIn,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F91+G91+H91)/MAX(E91,1))*100,1),0)","=IFERROR(ROUND((E91/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I91/MAX(E91,1))*100,1),0)","=IFERROR(ROUND((J91/MAX(I91,1))*100,1),0)","=ROUND(K91*0.3+L91*0.2+M91*0.25+N91*0.25,1)","=IFS(O91>=80,""A"",O91>=60,""B"",O91>=40,""C"",O91>=20,""D"",TRUE,""E"")","=IFS(P91=""A"",""À reproduire"",OR(P91=""B"",P91=""C""),""À optimiser"",TRUE,""À abandonner"")"
91,"Le parcours qualité d'une commande, de A à Z",LinkedIn,Expertise/B2B,,,,,,,"=IFERROR(ROUND(((F92+G92+H92)/MAX(E92,1))*100,1),0)","=IFERROR(ROUND((E92/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I92/MAX(E92,1))*100,1),0)","=IFERROR(ROUND((J92/MAX(I92,1))*100,1),0)","=ROUND(K92*0.3+L92*0.2+M92*0.25+N92*0.25,1)","=IFS(O92>=80,""A"",O92>=60,""B"",O92>=40,""C"",O92>=20,""D"",TRUE,""E"")","=IFS(P92=""A"",""À reproduire"",OR(P92=""B"",P92=""C""),""À optimiser"",TRUE,""À abandonner"")"
92,Diabète et vue : ce lien que peu connaissent,LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F93+G93+H93)/MAX(E93,1))*100,1),0)","=IFERROR(ROUND((E93/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I93/MAX(E93,1))*100,1),0)","=IFERROR(ROUND((J93/MAX(I93,1))*100,1),0)","=ROUND(K93*0.3+L93*0.2+M93*0.25+N93*0.25,1)","=IFS(O93>=80,""A"",O93>=60,""B"",O93>=40,""C"",O93>=20,""D"",TRUE,""E"")","=IFS(P93=""A"",""À reproduire"",OR(P93=""B"",P93=""C""),""À optimiser"",TRUE,""À abandonner"")"
93,Offre étudiante : voir clair pour mieux réussir,Instagram,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F94+G94+H94)/MAX(E94,1))*100,1),0)","=IFERROR(ROUND((E94/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I94/MAX(E94,1))*100,1),0)","=IFERROR(ROUND((J94/MAX(I94,1))*100,1),0)","=ROUND(K94*0.3+L94*0.2+M94*0.25+N94*0.25,1)","=IFS(O94>=80,""A"",O94>=60,""B"",O94>=40,""C"",O94>=20,""D"",TRUE,""E"")","=IFS(P94=""A"",""À reproduire"",OR(P94=""B"",P94=""C""),""À optimiser"",TRUE,""À abandonner"")"
94,Progressifs nouvelle génération : adieu le mal de tête,Instagram,Vente,,,,,,,"=IFERROR(ROUND(((F95+G95+H95)/MAX(E95,1))*100,1),0)","=IFERROR(ROUND((E95/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I95/MAX(E95,1))*100,1),0)","=IFERROR(ROUND((J95/MAX(I95,1))*100,1),0)","=ROUND(K95*0.3+L95*0.2+M95*0.25+N95*0.25,1)","=IFS(O95>=80,""A"",O95>=60,""B"",O95>=40,""C"",O95>=20,""D"",TRUE,""E"")","=IFS(P95=""A"",""À reproduire"",OR(P95=""B"",P95=""C""),""À optimiser"",TRUE,""À abandonner"")"
95,"La santé visuelle, une affaire de quartier",Facebook,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F96+G96+H96)/MAX(E96,1))*100,1),0)","=IFERROR(ROUND((E96/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I96/MAX(E96,1))*100,1),0)","=IFERROR(ROUND((J96/MAX(I96,1))*100,1),0)","=ROUND(K96*0.3+L96*0.2+M96*0.25+N96*0.25,1)","=IFS(O96>=80,""A"",O96>=60,""B"",O96>=40,""C"",O96>=20,""D"",TRUE,""E"")","=IFS(P96=""A"",""À reproduire"",OR(P96=""B"",P96=""C""),""À optimiser"",TRUE,""À abandonner"")"
96,Maux de tête en fin de journée : et si c'était vos yeux ?,LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F97+G97+H97)/MAX(E97,1))*100,1),0)","=IFERROR(ROUND((E97/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I97/MAX(E97,1))*100,1),0)","=IFERROR(ROUND((J97/MAX(I97,1))*100,1),0)","=ROUND(K97*0.3+L97*0.2+M97*0.25+N97*0.25,1)","=IFS(O97>=80,""A"",O97>=60,""B"",O97>=40,""C"",O97>=20,""D"",TRUE,""E"")","=IFS(P97=""A"",""À reproduire"",OR(P97=""B"",P97=""C""),""À optimiser"",TRUE,""À abandonner"")"
97,Rencontre avec notre équipe : des experts à votre écoute,Facebook,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F98+G98+H98)/MAX(E98,1))*100,1),0)","=IFERROR(ROUND((E98/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I98/MAX(E98,1))*100,1),0)","=IFERROR(ROUND((J98/MAX(I98,1))*100,1),0)","=ROUND(K98*0.3+L98*0.2+M98*0.25+N98*0.25,1)","=IFS(O98>=80,""A"",O98>=60,""B"",O98>=40,""C"",O98>=20,""D"",TRUE,""E"")","=IFS(P98=""A"",""À reproduire"",OR(P98=""B"",P98=""C""),""À optimiser"",TRUE,""À abandonner"")"
98,Bien éclairer son espace de travail pour ses yeux,TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F99+G99+H99)/MAX(E99,1))*100,1),0)","=IFERROR(ROUND((E99/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I99/MAX(E99,1))*100,1),0)","=IFERROR(ROUND((J99/MAX(I99,1))*100,1),0)","=ROUND(K99*0.3+L99*0.2+M99*0.25+N99*0.25,1)","=IFS(O99>=80,""A"",O99>=60,""B"",O99>=40,""C"",O99>=20,""D"",TRUE,""E"")","=IFS(P99=""A"",""À reproduire"",OR(P99=""B"",P99=""C""),""À optimiser"",TRUE,""À abandonner"")"
99,Lunettes de soleil à votre vue : commandez maintenant,Instagram,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F100+G100+H100)/MAX(E100,1))*100,1),0)","=IFERROR(ROUND((E100/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I100/MAX(E100,1))*100,1),0)","=IFERROR(ROUND((J100/MAX(I100,1))*100,1),0)","=ROUND(K100*0.3+L100*0.2+M100*0.25+N100*0.25,1)","=IFS(O100>=80,""A"",O100>=60,""B"",O100>=40,""C"",O100>=20,""D"",TRUE,""E"")","=IFS(P100=""A"",""À reproduire"",OR(P100=""B"",P100=""C""),""À optimiser"",TRUE,""À abandonner"")"
100,Verres polarisants : la conduite sans éblouissement,Instagram,Vente,,,,,,,"=IFERROR(ROUND(((F101+G101+H101)/MAX(E101,1))*100,1),0)","=IFERROR(ROUND((E101/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I101/MAX(E101,1))*100,1),0)","=IFERROR(ROUND((J101/MAX(I101,1))*100,1),0)","=ROUND(K101*0.3+L101*0.2+M101*0.25+N101*0.25,1)","=IFS(O101>=80,""A"",O101>=60,""B"",O101>=40,""C"",O101>=20,""D"",TRUE,""E"")","=IFS(P101=""A"",""À reproduire"",OR(P101=""B"",P101=""C""),""À optimiser"",TRUE,""À abandonner"")"
101,Lentilles ou lunettes : comment choisir,Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F102+G102+H102)/MAX(E102,1))*100,1),0)","=IFERROR(ROUND((E102/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I102/MAX(E102,1))*100,1),0)","=IFERROR(ROUND((J102/MAX(I102,1))*100,1),0)","=ROUND(K102*0.3+L102*0.2+M102*0.25+N102*0.25,1)","=IFS(O102>=80,""A"",O102>=60,""B"",O102>=40,""C"",O102>=20,""D"",TRUE,""E"")","=IFS(P102=""A"",""À reproduire"",OR(P102=""B"",P102=""C""),""À optimiser"",TRUE,""À abandonner"")"
102,Pourquoi la vue baisse sans qu'on s'en rende compte,TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F103+G103+H103)/MAX(E103,1))*100,1),0)","=IFERROR(ROUND((E103/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I103/MAX(E103,1))*100,1),0)","=IFERROR(ROUND((J103/MAX(I103,1))*100,1),0)","=ROUND(K103*0.3+L103*0.2+M103*0.25+N103*0.25,1)","=IFS(O103>=80,""A"",O103>=60,""B"",O103>=40,""C"",O103>=20,""D"",TRUE,""E"")","=IFS(P103=""A"",""À reproduire"",OR(P103=""B"",P103=""C""),""À optimiser"",TRUE,""À abandonner"")"
103,Votre seconde paire à prix doux,WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F104+G104+H104)/MAX(E104,1))*100,1),0)","=IFERROR(ROUND((E104/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I104/MAX(E104,1))*100,1),0)","=IFERROR(ROUND((J104/MAX(I104,1))*100,1),0)","=ROUND(K104*0.3+L104*0.2+M104*0.25+N104*0.25,1)","=IFS(O104>=80,""A"",O104>=60,""B"",O104>=40,""C"",O104>=20,""D"",TRUE,""E"")","=IFS(P104=""A"",""À reproduire"",OR(P104=""B"",P104=""C""),""À optimiser"",TRUE,""À abandonner"")"
104,"Deux paires, deux usages : travail et détente",TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F105+G105+H105)/MAX(E105,1))*100,1),0)","=IFERROR(ROUND((E105/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I105/MAX(E105,1))*100,1),0)","=IFERROR(ROUND((J105/MAX(I105,1))*100,1),0)","=ROUND(K105*0.3+L105*0.2+M105*0.25+N105*0.25,1)","=IFS(O105>=80,""A"",O105>=60,""B"",O105>=40,""C"",O105>=20,""D"",TRUE,""E"")","=IFS(P105=""A"",""À reproduire"",OR(P105=""B"",P105=""C""),""À optimiser"",TRUE,""À abandonner"")"
105,Un client B2B partage son partenariat avec nous,LinkedIn,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F106+G106+H106)/MAX(E106,1))*100,1),0)","=IFERROR(ROUND((E106/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I106/MAX(E106,1))*100,1),0)","=IFERROR(ROUND((J106/MAX(I106,1))*100,1),0)","=ROUND(K106*0.3+L106*0.2+M106*0.25+N106*0.25,1)","=IFS(O106>=80,""A"",O106>=60,""B"",O106>=40,""C"",O106>=20,""D"",TRUE,""E"")","=IFS(P106=""A"",""À reproduire"",OR(P106=""B"",P106=""C""),""À optimiser"",TRUE,""À abandonner"")"
106,Nouvel an : et si vous preniez soin de vos yeux ?,Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F107+G107+H107)/MAX(E107,1))*100,1),0)","=IFERROR(ROUND((E107/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I107/MAX(E107,1))*100,1),0)","=IFERROR(ROUND((J107/MAX(I107,1))*100,1),0)","=ROUND(K107*0.3+L107*0.2+M107*0.25+N107*0.25,1)","=IFS(O107>=80,""A"",O107>=60,""B"",O107>=40,""C"",O107>=20,""D"",TRUE,""E"")","=IFS(P107=""A"",""À reproduire"",OR(P107=""B"",P107=""C""),""À optimiser"",TRUE,""À abandonner"")"
107,Les bons aliments pour la santé de vos yeux,Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F108+G108+H108)/MAX(E108,1))*100,1),0)","=IFERROR(ROUND((E108/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I108/MAX(E108,1))*100,1),0)","=IFERROR(ROUND((J108/MAX(I108,1))*100,1),0)","=ROUND(K108*0.3+L108*0.2+M108*0.25+N108*0.25,1)","=IFS(O108>=80,""A"",O108>=60,""B"",O108>=40,""C"",O108>=20,""D"",TRUE,""E"")","=IFS(P108=""A"",""À reproduire"",OR(P108=""B"",P108=""C""),""À optimiser"",TRUE,""À abandonner"")"
108,Consultation + conseils montures : tout en une visite,Instagram,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F109+G109+H109)/MAX(E109,1))*100,1),0)","=IFERROR(ROUND((E109/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I109/MAX(E109,1))*100,1),0)","=IFERROR(ROUND((J109/MAX(I109,1))*100,1),0)","=ROUND(K109*0.3+L109*0.2+M109*0.25+N109*0.25,1)","=IFS(O109>=80,""A"",O109>=60,""B"",O109>=40,""C"",O109>=20,""D"",TRUE,""E"")","=IFS(P109=""A"",""À reproduire"",OR(P109=""B"",P109=""C""),""À optimiser"",TRUE,""À abandonner"")"
109,Les montures unisexes qui plaisent à tout le monde,Instagram,Vente,,,,,,,"=IFERROR(ROUND(((F110+G110+H110)/MAX(E110,1))*100,1),0)","=IFERROR(ROUND((E110/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I110/MAX(E110,1))*100,1),0)","=IFERROR(ROUND((J110/MAX(I110,1))*100,1),0)","=ROUND(K110*0.3+L110*0.2+M110*0.25+N110*0.25,1)","=IFS(O110>=80,""A"",O110>=60,""B"",O110>=40,""C"",O110>=20,""D"",TRUE,""E"")","=IFS(P110=""A"",""À reproduire"",OR(P110=""B"",P110=""C""),""À optimiser"",TRUE,""À abandonner"")"
